Genome ID	MC	previous MC used in Coral project	Ecosystem	name	contig number(NGS or nanopore	published	Collaborator	# contigs (NGS)	Completeness	Contamination	algae	Host	niche
AL3	MC1	MC1	coral	Y763	3.0		Xie Mei	33.0	99.63400658931386	3.922364103928349			
GNM526588003366	MC277		bare flat	SZCCBHA118	23.0		Huang Yanyan	23.0	99.68235209855322	2.590449587656292			intertidal
GNM013034175	MC20		brown algae	HKCCA5463	31.0	LuoLab	Chu Xiao	31.0	99.0520699040252	3.5219916644497644			submerged
GNM3526	MC20	MC20	coral	HKCCD6228	32.0	LuoLab	Luo Danli	32.0	98.81929522990976	3.3823268599804908			
GNM3529	MC20	MC20	coral	HKCCD6238	26.0	LuoLab	Luo Danli	26.0	99.02879243661368	3.149552185865035			
GNM013033235	MC20		brown algae	HKCCA0235A	31.0	LuoLab	Chu Xiao	31.0	99.09862483884832	3.538422817916739			submerged
GNM3884	MC20	MC20	coral	HKCCD6604	31.0	LuoLab	Luo Danli	31.0	99.6572840567254	2.9493659661257428			
GNM013033705	MC20		brown algae	HKCCA0370	36.0	LuoLab	Chu Xiao	36.0	98.77274029508668	3.5219916644497644			submerged
GNM4636	MC20	MC20	coral	HKCCD6181	21.0	LuoLab	Luo Danli	21.0	98.77274029508666	4.3620966246664565			
GNM013033125	MC265		brown algae	HKCCA4008	25.0	LuoLab	Chu Xiao	25.0	98.8891276321444	2.171898554580119			submerged
FM8	MC305		oyster	oyster35	42.0		Xie Mei	42.0	98.5949850893985	2.451228163518666			subtidal
GNM3539	MC20	MC20	coral	HKCCD6428	27.0	LuoLab	Luo Danli	27.0	99.47106431743303	3.17282965327658			
AA5	MC20	MC20	coral	M3-114	54.0		Xie Mei	54.0	99.19173470849448	3.5219916644497644			
GNM4634	MC101	MC101	coral	HKCCD6157	22.0	LuoLab	Luo Danli	22.0	98.9822375017906	2.5443380331648484			
AL12	MC17	MC17	coral	A2S-9	215.0		Xie Mei	215.0	99.07534737143676	2.734215660193314			
A4	MC17	MC17	coral	M2-25	29.0		Xie Mei	29.0	99.07534737143676	2.171898554580119			
AA1	MC17	MC17	coral	M3-101	31.0		Xie Mei	31.0	99.07534737143676	2.265008424226301			
H8	MC17	MC17	coral	L273	28.0		Xie Mei	28.0	98.70290789285204	2.59089296798794			
GNM013034245	MC287		brown algae	HKCCA4812	27.0	LuoLab	Chu Xiao	27.0	98.93568256696749	3.2892169903343085			submerged
GNM009363615	MC281		non marine	Ruegeria sp. THAF33	5.0	Others	-	5.0	98.95896003437905	6.457068691705564			Unknown
GNM020171305	MC267		offshore	DP4N0-4  	28.0	Others	-	28.0	99.63400658931386	1.5943786195182843			submerged
FN2	MC12		oyster	oyster47	25.0		Xie Mei	25.0	99.15449076063602	1.910203390650318			subtidal
FM12	MC12		oyster	oyster43	808.0		Xie Mei	808.0	99.15449076063602	11.018212079664591			subtidal
GNM926926003746	MC12		marine ranching	YTSC002	35.0		Huang Yanyan	35.0	99.37739014554656	2.038441074753924			submerged
FN1	MC12		oyster	oyster44	28.0		Xie Mei	28.0	98.95896003437905	2.5759389586205232			subtidal
BF11	MC12	MC12	coral	Y924	20.0		Xie Mei	20.0	99.30967387671296	1.689279063580739			
BF10	MC12	MC12	coral	Y908	19.0		Xie Mei	19.0	99.03034426777442	1.689279063580739			
GNM926926003723	MC12		marine ranching	YTSA144	25.0		Huang Yanyan	25.0	99.30967387671296	1.5496142591114657			submerged
FN3	MC12		mussel	mussel2-19	22.0		Xie Mei	22.0	99.03034426777442	2.2479382814578344			intertidal
GNM6295	MC12	MC12	coral	HKCCD9122	40.0	LuoLab	Luo Danli	40.0	99.2476006302822	2.267890396382016			
GNM6452	MC12	MC12	coral	HKCCD8344	47.0	LuoLab	Luo Danli	47.0	99.2476006302822	1.9885607874434688			
FN10	MC12		mussel	mussel2-78	31.0		Xie Mei	31.0	99.15449076063602	1.6194466613461025			intertidal
GNM926926003668	MC107		natural sea area	CDSC066	61.0		Huang Yanyan	61.0	98.73338021382716	2.7406446750022173			submerged
GNM926926003673	MC107		natural sea area	CDSC085	59.0		Huang Yanyan	59.0	98.73338021382716	2.7406446750022173			submerged
GNM926926003667	MC107		natural sea area	CDSC065	61.0		Huang Yanyan	61.0	98.73338021382716	2.7406446750022173			submerged
GNM926926003664	MC107		natural sea area	CDSC058	69.0		Huang Yanyan	69.0	98.4540506048886	2.7406446750022173			submerged
GNM926926003601	MC107		natural sea area	CDSA125	54.0		Huang Yanyan	54.0	99.03810342357828	2.9941303265325616			submerged
GNM926926003602	MC107		natural sea area	CDSA127	60.0		Huang Yanyan	60.0	98.89632248570796	2.9941303265325616			submerged
GNM926926003749	MC107		marine ranching	YTSC106	52.0		Huang Yanyan	52.0	99.0127098227657	3.3107038833295817			submerged
GNM003443535	MC107	MC107	coral	Ruegeria sp. AD91A	2.0	Others	-	2.0	98.87304501829642	2.9074665247849607			
GNM926926003609	MC107		natural sea area	CDSA141	59.0		Huang Yanyan	59.0	98.3209458139626	2.7910791877272323			submerged
GNM926926003608	MC107		natural sea area	CDSA140	59.0		Huang Yanyan	59.0	98.3209458139626	2.7910791877272323			submerged
GNM926926003745	MC107		marine ranching	YTSB088	35.0		Huang Yanyan	35.0	98.98170032946568	2.6002039549525584			submerged
AB9	MC109	MC109	coral	M4-9	67.0		Xie Mei	67.0	99.11026357255408	4.468608672519286			
AC6	MC61	MC61	coral	M10-44	86.0		Xie Mei	86.0	98.40030081650194	4.482575152966215			
AC10	MC61	MC61	coral	M11-7	67.0		Xie Mei	67.0	98.40030081650194	4.482575152966215			
E8	MC61	MC61	coral	M8-110	63.0		Xie Mei	63.0	98.40030081650194	4.482575152966215			
GNM926926003586	MC256		natural sea area	CDSA017	66.0		Huang Yanyan	66.0	98.602038867402	2.606411279595637			submerged
GNM926926003589	MC256		natural sea area	CDSA021	56.0		Huang Yanyan	56.0	98.67751429203943	2.606411279595637			submerged
GNM926926003618	MC256		natural sea area	CDSA206	63.0		Huang Yanyan	63.0	98.67751429203943	2.606411279595637			submerged
GNM926926003594	MC256		natural sea area	CDSA079	60.0		Huang Yanyan	60.0	98.33667573891036	2.3270816706570896			submerged
GNM001238295	MC122	MC122	coral	Ruegeria sp. 6PALISEP08	42.0	Others	-	42.0	98.59815928950006	2.5552008512902367			
GNM526588002894	MC8		coral	HKCCX1478	52.0		Luo Danli	52.0	98.99221355925266	2.1967278531524337			
GNM526588002989	MC8		bare flat	SZCCDBX1487	52.0		Lin Xingqin	52.0	98.99221355925266	2.1967278531524337			intertidal
GNM3849	MC8	MC8	coral	HKCCD7319	44.0	LuoLab	Luo Danli	44.0	99.10527554382304	2.233971801010908			
GNM3893	MC8	MC8	coral	HKCCD7296	41.0	LuoLab	Luo Danli	41.0	99.08532342889885	2.233971801010908			
GNM013034545	MC8		brown algae	HKCCA5763	35.0	LuoLab	Chu Xiao	35.0	98.20077966726012	3.095238095238096			submerged
GNM3500	MC8	MC8	coral	HKCCD5849	33.0	LuoLab	Luo Danli	33.0	99.1451797736714	3.0254056930034583			
GNM3501	MC8	MC8	coral	HKCCD5851	32.0	LuoLab	Luo Danli	32.0	99.1451797736714	3.0254056930034583			
GNM3851	MC8	MC8	coral	HKCCD7303	23.0	LuoLab	Luo Danli	23.0	99.08532342889885	3.5840649108805533			
GNM017872615	MC8		mangrove	HKCCE4150	25.0		Zhou Zhichao	25.0	99.08532342889885	3.91926044160681			intertidal
GNM017872495	MC8		mangrove	HKCCE4148	25.0		Zhou Zhichao	25.0	99.1451797736714	3.28145783453046			intertidal
GNM3850	MC8	MC8	coral	HKCCD7318	38.0	LuoLab	Luo Danli	38.0	98.47648161893972	2.8857408885341846			
GNM013034605	MC8		brown algae	HKCCA4633	26.0	LuoLab	Chu Xiao	26.0	98.55205781183436	2.243282787975525			submerged
GNM013034475	MC8		brown algae	HKCCA6837	57.0	LuoLab	Chu Xiao	57.0	98.25124130990054	3.324687416866188			submerged
GNM3519	MC103		coral	HKCCD6109	30.0	LuoLab	Luo Danli	30.0	98.21408107720956	3.1069876740267808			
GNM526588002893	MC103		bare flat	HKCCSP329	29.0		Ren Minglei	29.0	98.21408107720956	3.037155271792144			intertidal
GNM526588002970	MC103		bare flat	SZCCDBSP329	29.0		Lin Xingqin	29.0	98.21408107720956	3.037155271792144			intertidal
GNM526588002887	MC103		coral	HKCCD10078	29.0		Luo Danli	29.0	98.21408107720956	3.037155271792144			
GNM526588002960	MC103		bare flat	SZCCDBDL0078	29.0		Lin Xingqin	29.0	98.21408107720956	3.037155271792144			intertidal
GNM013034465	MC103		brown algae	HKCCC2112	25.0	LuoLab	Chu Xiao	25.0	98.21408107720956	3.037155271792144			submerged
GNM013034485	MC103		brown algae	HKCCC2111	32.0	LuoLab	Chu Xiao	32.0	98.21408107720956	3.037155271792144			submerged
BC9	MC103	MC103	coral	303	40.0		Xie Mei	40.0	98.18868747639698	3.316484880730691			
GNM526588002957	MC100		bare flat	SZCCDBD4008	22.0		Lin Xingqin	22.0	98.21408107720956	2.89749046732287			intertidal
GNM526588002890	MC100		coral	HKCCD4008	22.0		Luo Danli	22.0	98.21408107720956	2.89749046732287			
GNM013034525	MC100		brown algae	HKCCA5929	19.0	LuoLab	Chu Xiao	19.0	98.21408107720956	3.1768200762614174			submerged
GNM6438	MC100	MC100	coral	HKCCD9179	21.0	LuoLab	Luo Danli	21.0	98.21408107720956	2.89749046732287			
BA11	MC138	MC138	coral	M4-3	66.0		Xie Mei	66.0	98.21408107720956	3.456149685199965			
BG4	MC15	MC15	coral	A14	13.0		Xie Mei	13.0	98.46801708533552	3.798217611066773			
BG7	MC15	MC15	coral	A29	11.0		Xie Mei	11.0	98.46801708533552	3.798217611066773			
BG1	MC15	MC15	coral	A11	11.0		Xie Mei	11.0	98.46801708533552	3.798217611066773			
GNM3484	MC15	MC15	coral	HKCCD4332	28.0	LuoLab	Luo Danli	28.0	98.46801708533552	3.798217611066773			
BD11	MC15	MC15	coral	B120	19.0		Xie Mei	19.0	98.46801708533552	3.798217611066773			
GNM3481	MC15	MC15	coral	HKCCD4315	26.0	LuoLab	Luo Danli	26.0	98.46801708533552	4.043168191212884			
GNM1692	MC15	MC15	coral	HKCCD4318	24.0	LuoLab	Luo Danli	24.0	98.46801708533552	4.043168191212884			
GNM3482	MC15	MC15	coral	HKCCD4318-2	28.0	LuoLab	Luo Danli	28.0	98.46801708533552	4.043168191212884			
GNM013034445	MC15		brown algae	HKCCC2117	27.0	LuoLab	Chu Xiao	27.0	98.46801708533552	3.60268688480979			submerged
GNM526588002888	MC15		coral	HKCCD10097	28.0		Luo Danli	28.0	98.49341068614812	3.633723508025184			
GNM526588002961	MC15		bare flat	SZCCDBDL00972	28.0		Lin Xingqin	28.0	98.49341068614812	3.633723508025184			intertidal
GNM526588002958	MC15		bare flat	SZCCDBD4009-2	30.0		Lin Xingqin	30.0	98.36305686864348	7.315231323611211			intertidal
GNM526588002891	MC15		coral	HKCCD4009-2	30.0		Luo Danli	30.0	98.36305686864348	7.315231323611211			
GNM3494	MC15	MC15	coral	HKCCD4884	31.0	LuoLab	Luo Danli	31.0	98.36305686864348	5.010762049868195			
GNM526588002959	MC15		bare flat	SZCCDBD4009	23.0		Lin Xingqin	23.0	98.36305686864348	7.291953856199666			intertidal
GNM526588002892	MC15		coral	HKCCD4009	23.0		Luo Danli	23.0	98.36305686864348	7.291953856199666			
FN6	MC138		mussel	mussel2-37	36.0		Xie Mei	36.0	98.30719094685575	3.145783453046024			subtidal
FP9	MC306		mussel	CN-9	51.0		Xie Mei	51.0	98.49341068614812	3.5033696905205285			intertidal
CF8	MC96	MC96	coral	CF8	26.0		Luo Danli	26.0	98.81486142659328	8.444521028319912			
GNM526588003386	MC283		bare flat	SZCCBHB064	41.0		Huang Yanyan	41.0	99.12369288067612	6.571380202665119			intertidal
FM2	MC307		oyster	oyster3	21.0		Xie Mei	21.0	99.2732058444349	1.214623365461354			subtidal
F5	MC39	MC39	coral	M11-10	81.0		Xie Mei	81.0	98.23735854462112	4.918861399308326			
AK4	MC39	MC39	coral	S168	84.0		Xie Mei	84.0	98.51668815355966	5.570630486831604			
G12	MC95	MC95	coral	S2-23	18.0		Xie Mei	18.0	98.00637444492196	1.468919038751441			
F11	MC106	MC106	coral	B116	50.0		Xie Mei	50.0	98.00190343486432	1.531435665513878			
E6	MC0	MC0	coral	M8-100	24.0		Xie Mei	24.0	98.87537276503755	2.6440986077857582			
D10	MC0	MC0	coral	M7-54	31.0		Xie Mei	31.0	98.80554036280292	2.364768998847211			
E2	MC0	MC0	coral	M7-190	15.0		Xie Mei	15.0	99.15470237397612	2.6440986077857582			
D12	MC0	MC0	coral	M7-76	20.0		Xie Mei	20.0	99.15470237397612	2.364768998847211			
E5	MC0	MC0	coral	M8-45	15.0		Xie Mei	15.0	99.15470237397612	2.923428216724305			
AD1	MC0	MC0	coral	M11-53	22.0		Xie Mei	22.0	99.15470237397612	2.6440986077857582			
I5	MC0	MC0	coral	S5-119	18.0		Xie Mei	18.0	98.87537276503755	2.1319943247317545			
AH6	MC0	MC0	coral	S5-180	21.0		Xie Mei	21.0	98.596043156099	2.4113239336703027			
AH9	MC0	MC0	coral	S5-195	22.0		Xie Mei	22.0	98.596043156099	2.4113239336703027			
AH4	MC0	MC0	coral	S5-166	25.0		Xie Mei	25.0	98.87537276503755	2.4113239336703027			
AH1	MC0	MC0	coral	S5-149	24.0		Xie Mei	24.0	98.87537276503755	2.4113239336703027			
AH10	MC0	MC0	coral	S5-208	21.0		Xie Mei	21.0	98.87537276503755	2.4113239336703027			
AH8	MC0	MC0	coral	S5-193	25.0		Xie Mei	25.0	98.596043156099	2.4113239336703027			
AH5	MC0	MC0	coral	S5-169	20.0		Xie Mei	20.0	98.87537276503755	2.4113239336703027			
AH11	MC0	MC0	coral	S5-210	47.0		Xie Mei	47.0	98.87537276503755	2.4113239336703027			
H9	MC0	MC0	coral	S5-136	10.0		Xie Mei	13.0	98.90530093742385	4.18041145694777			
GNM6475	MC0	MC0	coral	HKCCD8727	14.0	LuoLab	Luo Danli	14.0	98.87537276503755	2.1319943247317545			
AC8	MC0	MC0	coral	M11-1	44.0		Xie Mei	44.0	98.87537276503755	2.187860246519464			
GNM6410	MC0	MC0	coral	HKCCD9105	14.0	LuoLab	Luo Danli	14.0	98.87537276503755	2.201826726966392			
CE7	MC0	MC0	coral	CE7	33.0		Luo Danli	33.0	98.87537276503755	2.201826726966392			
GNM526588000704	MC0		brown algae	BHE-8	25.0		Zhang DeChao	25.0	99.2478122436223	2.2716591292010286			submerged
GNM3489	MC0	MC0	coral	HKCCD4579	19.0	LuoLab	Luo Danli	19.0	98.96848263468377	2.8023853861842687			
GNM3490	MC0	MC0	coral	HKCCD4580	17.0	LuoLab	Luo Danli	17.0	99.2478122436223	2.6534095947503764			
GNM4288	MC0	MC0	coral	HKCCD6210	12.0	LuoLab	Luo Danli	12.0	98.96848263468377	2.2251041943779373			
GNM013035965	MC0		brown algae	HKCCA4609	16.0	LuoLab	Chu Xiao	16.0	98.3865459493951	2.4578788684933937			submerged
GNM013035955	MC0		brown algae	HKCCA4608	19.0	LuoLab	Chu Xiao	19.0	98.40982341680666	2.4578788684933937			submerged
C5	MC0	MC0	coral	M4-20	23.0		Xie Mei	23.0	98.40982341680666	2.504433803316485			
AA2	MC0	MC0	coral	M3-102	31.0		Xie Mei	31.0	98.40982341680666	2.504433803316485			
GNM013035365	MC0		brown algae	HKCCC1226	20.0	LuoLab	Chu Xiao	20.0	98.40982341680666	2.4578788684933937			submerged
AA4	MC0	MC0	coral	M3-113	34.0		Xie Mei	34.0	98.40982341680666	2.4578788684933937			
GNM013035685	MC0		brown algae	HKCCA5680	24.0	LuoLab	Chu Xiao	24.0	98.87537276503755	2.085439389908664			submerged
D6	MC0	MC0	coral	M5-II-6	14.0		Xie Mei	14.0	98.66587555833364	2.085439389908664			
GNM3558	MC0	MC0	coral	HKCCD6593	19.0	LuoLab	Luo Danli	19.0	98.9452051672722	2.3740799858118296			
AB4	MC0	MC0	coral	M4-1	38.0		Xie Mei	38.0	98.9452051672722	2.3740799858118296			
A5	MC0	MC0	coral	M2-26	28.0		Xie Mei	28.0	98.85209529762604	2.3740799858118296			
GNM3485	MC0	MC0	coral	HKCCD4449	145.0	LuoLab	Luo Danli	145.0	98.57276568868748	3.461409788225431			
GNM4629	MC0	MC0	coral	HKCCD6115	14.0	LuoLab	Luo Danli	14.0	98.60535414306364	1.9178416245455352			
GNM4630	MC0	MC0	coral	HKCCD6116	12.0	LuoLab	Luo Danli	12.0	98.8846837520022	1.9178416245455352			
GNM4637	MC0	MC0	coral	HKCCD6234	19.0	LuoLab	Luo Danli	19.0	98.60535414306364	2.0109514941917177			
GNM3479	MC0	MC0	coral	HKCCD3925	20.0		Luo Danli	20.0	98.60535414306364	2.2204487008956284			
CG9	MC0	MC0	coral	CG9	107.0		Luo Danli	107.0	98.8381288171791	2.1625875676155006			
GNM013036025	MC0		brown algae	HKCCA1383-2	15.0	LuoLab	Chu Xiao	15.0	98.60535414306364	1.9178416245455352			submerged
GNM4668	MC0	MC0	coral	HKCCD7109	15.0	LuoLab	Luo Danli	15.0	98.60535414306364	2.141305311696373			
GNM4675	MC0	MC0	coral	HKCCD7172	13.0	LuoLab	Luo Danli	13.0	98.3260245341251	2.141305311696373			
I3	MC0	MC0	coral	S4-157	31.0		Xie Mei	31.0	98.66587555833364	2.141305311696373			
AB7	MC0	MC0	coral	M4-6	29.0		Xie Mei	29.0	98.66587555833364	2.364768998847211			
GNM013035915	MC0		brown algae	HKCCA4776	19.0	LuoLab	Chu Xiao	19.0	98.66587555833364	3.342422630132127			submerged
GNM3533	MC0	MC0	coral	HKCCD6291	13.0	LuoLab	Luo Danli	13.0	99.22453477621076	2.364768998847211			
B11	MC0	MC0	coral	M3-98	18.0		Xie Mei	18.0	98.46568933859436	3.3889775649552183			
BJ7	MC0	MC0	coral	M11-3	217.0		Xie Mei	217.0	98.46568933859436	4.475037687328189			
CG2	MC0	MC0	coral	CG2	21.0		Luo Danli	21.0	98.74501894753293	3.482087434601401			
CF3	MC0	MC0	coral	CF3	18.0		Luo Danli	18.0	98.74501894753293	3.761417043539948			
CF1	MC0	MC0	coral	CF1	29.0		Luo Danli	29.0	98.66587555833364	3.1624102154828413			
AA8	MC0	MC0	coral	M3-134	30.0		Xie Mei	30.0	98.66766613274994	2.713931010020396			
C9	MC0	MC0	coral	M5-1	18.0		Xie Mei	18.0	98.66766613274994	2.713931010020396			
GNM3530	MC0	MC0	coral	HKCCD6251	17.0	LuoLab	Luo Danli	17.0	98.64438866533838	2.713931010020396			
GNM4725	MC0	MC0	coral	HKCCD7560	13.0	LuoLab	Luo Danli	13.0	99.22632535062704	2.713931010020396			
AM5	MC0	MC0	coral	A2S-18	35.0		Xie Mei	35.0	98.3883365238114	1.8992196506162984			
CJ6	MC0	MC0	coral	F1M-8	15.0		Xie Mei	15.0	98.6891530257452	1.9457745854393893			
GNM4695	MC0	MC0	coral	HKCCD7291	12.0	LuoLab	Luo Danli	12.0	98.63095935721634	1.8154207679347345			
GNM3547	MC0	MC0	coral	HKCCD6459	15.0	LuoLab	Luo Danli	15.0	98.63095935721634	1.8154207679347345			
D7	MC0	MC0	coral	M7-36	30.0		Xie Mei	30.0	98.65423682462789	1.536091158996187			
GNM013033075	MC0		brown algae	HKCCA0219	13.0	LuoLab	Chu Xiao	13.0	99.15470237397612	1.8154207679347345			submerged
K6	MC0	MC0	coral	S170	37.0		Xie Mei	37.0	98.6891530257452	3.1189589429812896			
K3	MC0	MC0	coral	S167	36.0		Xie Mei	36.0	98.6891530257452	3.1189589429812896			
C6	MC0	MC0	coral	M4-29	23.0		Xie Mei	23.0	98.75898542797984	1.9178416245455352			
GNM013035845	MC0		brown algae	HKCCA4824	18.0	LuoLab	Chu Xiao	18.0	98.72406922686253	2.2716591292010286			submerged
C10	MC0	MC0	coral	M5-7	13.0		Xie Mei	13.0	98.54948822127594	2.364768998847211			
GNM013033065	MC0		brown algae	HKCCA0158	14.0	LuoLab	Chu Xiao	14.0	98.6891530257452	2.4113239336703027			submerged
GNM013033105	MC0		brown algae	HKCCA0044	23.0	LuoLab	Chu Xiao	23.0	98.6891530257452	2.131994324731755			submerged
CG1	MC0	MC0	coral	CG1	34.0		Luo Danli	34.0	98.40982341680666	2.4113239336703027			
AF2	MC0	MC0	coral	Y432	22.0		Xie Mei	22.0	99.22453477621076	2.085439389908664			
GNM019904295	MC0		coral	SCSIO 43209  	6.0	Others	-	6.0	99.00339883580106	3.8778043805976767			
AA9	MC0	MC0	coral	M3-140	24.0		Xie Mei	24.0	99.00339883580106	2.2716591292010286			
CE6	MC0	MC0	coral	CE6	17.0		Luo Danli	17.0	98.72406922686253	2.5370222576926484			
GNM013035525	MC0		brown algae	HKCCA5940	14.0	LuoLab	Chu Xiao	14.0	98.40982341680666	2.364768998847211			submerged
AD5	MC0	MC0	coral	M11-69	22.0		Xie Mei	22.0	99.2478122436223	2.094750376873282			
AN9	MC0	MC0	coral	A1M-14	37.0		Xie Mei	37.0	98.96848263468377	2.862906801454288			
GNM6470	MC145	MC145	coral	HKCCD9012	35.0	LuoLab	Luo Danli	35.0	98.31850412157677	2.9761904761904767			
GNM013033765	MC280		brown algae	HKCCC2122	30.0	LuoLab	Chu Xiao	30.0	98.89865023244911	2.9529130087789306			submerged
GNM013033005	MC60		brown algae	HKCCA0302-2	38.0	LuoLab	Chu Xiao	38.0	99.19352528291074	5.229449321628093			submerged
GNM013033025	MC60		brown algae	HKCCA0302	34.0	LuoLab	Chu Xiao	34.0	99.19352528291074	5.229449321628093			submerged
C4	MC60	MC60	coral	144	78.0		Xie Mei	78.0	99.05386047844148	5.88121840915137			
BA2	MC60	MC60	coral	144	47.0		Xie Mei	47.0	99.19352528291074	6.1605480180899175			
GNM013033625	MC258		brown algae	HKCCA0468	29.0	LuoLab	Chu Xiao	29.0	98.57911408889062	3.516227720138335			submerged
GNM013033675	MC258		brown algae	HKCCA0466	29.0	LuoLab	Chu Xiao	29.0	98.69305973356252	4.240694128962285			submerged
CE9	MC149	MC149	coral	CE9	151.0		Luo Danli	151.0	98.94753291401337	7.3809523809523805			
GNM926926003706	MC6		marine ranching	YTSA064	33.0		Huang Yanyan	33.0	99.55253545337344	0.6577547220005319			submerged
GNM926926003736	MC6		marine ranching	YTSA224	34.0		Huang Yanyan	34.0	99.55253545337344	0.9370843309390794			submerged
GNM000192475	MC6	MC29	coral	Ruegeria conchae TW15	28.0	Others	-	28.0	99.2732058444349	0.3923915935089119			
GNM003664205	MC6	MC29	coral	Ruegeria conchae DSM 29317	17.0	Others	-	17.0	99.55253545337344	0.4482575152966214			
G2	MC6	MC29	coral	B154	27.0		Xie Mei	27.0	99.04974215728406	1.2629688747007182			
AA3	MC6	MC29	coral	M3-111	48.0		Xie Mei	48.0	99.11237970595512	1.2396914072891727			
GNM013033885	MC6		brown algae	HKCCA6783	29.0	LuoLab	Chu Xiao	29.0	99.46873657069187	0.7927640329874966			submerged
AN6	MC6	MC6	coral	A2T-28	60.0		Xie Mei	60.0	98.55372048807804	1.673982442138867			
AN7	MC6	MC6	coral	A2T-30	85.0		Xie Mei	85.0	98.55372048807804	1.9859005054535783			
GNM013033845	MC6		brown algae	HKCCC1043	39.0	LuoLab	Chu Xiao	39.0	98.55372048807804	1.4924181963288106			submerged
GNM013033775	MC6		brown algae	HKCCC2131	29.0	LuoLab	Chu Xiao	29.0	98.55372048807804	1.4924181963288106			submerged
AP7	MC6	MC6	coral	32	52.0		Xie Mei	52.0	98.55372048807804	2.6456504389465283			
GNM4697	MC6	MC6	coral	HKCCD7301	20.0	LuoLab	Luo Danli	20.0	98.05092719198863	1.5283320031923382			
GNM013034005	MC6		brown algae	HKCCA5794	36.0	LuoLab	Chu Xiao	36.0	98.43521701761928	2.3663208300079805			submerged
AB11	MC6	MC6	coral	30	2.0		Xie Mei	174.0	98.43521701761928	2.516959297685555			
AA7	MC6	MC6	coral	M3-123	49.0		Xie Mei	49.0	98.43521701761928	2.3663208300079805			
C1	MC6	MC6	coral	45	61.0		Xie Mei	61.0	98.43521701761928	2.74087644199376			
B12	MC6	MC6	coral	M3-99	45.0		Xie Mei	45.0	98.43521701761928	2.3663208300079805			
GNM4683	MC6	MC6	coral	HKCCD7217	46.0	LuoLab	Luo Danli	46.0	98.43521701761928	2.589784517158819			
CL8	MC6	MC6	coral	F5S-17	47.0		Xie Mei	47.0	98.43521701761928	2.668927906358073			
AE12	MC6	MC6	coral	Y411	158.0		Xie Mei	158.0	98.18128100949332	2.667137331941801			
O11	MC6	MC6	coral	Y883	46.0		Xie Mei	46.0	98.7399402273704	0.7275871242351689			
CL5	MC6	MC6	coral	F5M-22	41.0		Xie Mei	41.0	99.30758487322731	1.2396914072891727			
FO2	MC6		coral	Nan4	788.0		Xiang Nan	788.0	99.60840137516116	21.13762474426293			
GNM000813985	MC76	MC76	coral	Ruegeria sp. ANG-R	41.0	Others	-	41.0	98.52346675670698	3.315120633556387			
GNM900106805	MC133	MC133	coral	Ruegeria halocynthiae DSM 27839	35.0	Others	-	35.0	98.53942844864632	3.050678371907422			
GNM000158135	MC127	MC127	coral	Rhodobacteraceae bacterium KLH11	6.0	Others	-	6.0	99.70562956596476	0.7648310720936419			
FN5	MC308		mussel	mussel2-25	29.0		Xie Mei	29.0	99.41054290216302	3.111199787177441			intertidal
GNM4674	MC150	MC150	coral	HKCCD7171	17.0	LuoLab	Luo Danli	17.0	98.5792047803221	3.43708433093908			
FM11	MC309		oyster	oyster42	66.0		Xie Mei	66.0	98.57488182208851	5.09131929522991			subtidal
CJ11	MC56	MC56	coral	F1M-25	27.0		Xie Mei	27.0	98.86764073914912	0.6373421736550228			
CJ8	MC56	MC56	coral	F1M-22	31.0		Xie Mei	31.0	98.86764073914912	0.6373421736550228			
CJ5	MC56	MC56	coral	F1M-5	28.0		Xie Mei	28.0	98.86764073914912	0.6373421736550228			
CJ3	MC56	MC56	coral	F1M-1	27.0		Xie Mei	27.0	98.86764073914912	0.6373421736550228			
CJ10	MC56	MC56	coral	F1M-24	43.0		Xie Mei	43.0	98.86764073914912	0.6373421736550228			
CJ4	MC56	MC56	coral	F1M-2	31.0		Xie Mei	31.0	98.86764073914912	0.6373421736550228			
CL1	MC56	MC56	coral	F1T-30	28.0		Xie Mei	28.0	98.58831113021056	0.6373421736550228			
AD2	MC148	MC148	coral	M11-54	48.0		Xie Mei	48.0	98.9351453946426	2.4034841632607			
G7	MC5	MC5	coral	B123	11.0		Xie Mei	21.0	99.09862483884832	4.682054444624278			
G6	MC5	MC5	coral	B450	22.0		Xie Mei	22.0	98.79780833691449	2.787975525405693			
G1	MC5	MC5	coral	B129	30.0		Xie Mei	30.0	98.37881392350666	2.8857408885341846			
G4	MC5	MC5	coral	B327	73.0		Xie Mei	73.0	98.565033662799	2.5365788773610003			
G3	MC5	MC5	coral	B326	42.0		Xie Mei	42.0	98.79780833691449	2.815908486299548			
G11	MC5	MC5	coral	B329	25.0		Xie Mei	25.0	98.79780833691449	2.787975525405693			
G10	MC5	MC5	coral	B325	37.0		Xie Mei	37.0	99.09032851071956	2.37097632349029			
G9	MC5	MC5	coral	B145	44.0		Xie Mei	44.0	99.09032851071956	2.789970736898111			
BE8	MC13	MC13	coral	S109	55.0		Xie Mei	55.0	98.00987420400828	1.9240489491886137			
J7	MC13	MC13	coral	S102	57.0		Xie Mei	57.0	98.00987420400828	1.9240489491886137			
I8	MC13	MC13	coral	S84	55.0		Xie Mei	55.0	98.00987420400828	1.9240489491886137			
AP11	MC13	MC13	coral	231	4.0		Xie Mei	124.0	98.00987420400828	2.58512902367651			
